OrderID,OrderDate,CustomerID,ProductID,StoreID,EmployeeID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,TotalCost,GrossProfit,SalesChannel,PaymentMethod
ORD000037,2025-01-26,CUST0311,P0027,S024,E041,5,4841.37,0.1,24206.85,2420.68,21786.17,11094.45,10691.72,In-Store,UPI
ORD000038,2025-01-25,CUST0106,P0071,S010,E010,3,102733.0,0.15,308199.0,46229.85,261969.15,167062.65,94906.5,Online,Cash
ORD000039,2026-01-29,CUST0216,P0065,S007,E050,3,91381.66,0.1,274144.98,27414.5,246730.48,192990.39,53740.09,In-Store,UPI
ORD000040,2026-05-22,CUST0079,P0070,S017,E006,1,117019.56,0.1,117019.56,11701.96,105317.6,61810.81,43506.79,In-Store,Bank Transfer
ORD000041,2025-10-28,CUST0008,P0002,S003,E038,1,16053.36,0.2,16053.36,3210.67,12842.69,8228.93,4613.76,Corporate,Cash
ORD000042,2025-12-05,CUST0134,P0048,S012,E033,2,119265.55,0.05,238531.1,11926.56,226604.54,182788.4,43816.14,In-Store,Credit Card
ORD000043,2025-09-24,CUST0149,P0008,S014,E014,2,111837.29,0.0,223674.58,0.0,223674.58,163844.46,59830.12,Online,Cash
ORD000044,2026-04-06,CUST0110,P0057,S024,E041,5,44732.35,0.0,223661.75,0.0,223661.75,156844.2,66817.55,In-Store,Credit Card
ORD000045,2026-11-24,CUST0177,P0013,S019,E009,5,53126.61,0.0,265633.05,0.0,265633.05,201200.15,64432.9,In-Store,Cash
ORD000046,2026-04-01,CUST0197,P0076,S004,E037,2,56311.69,0.0,112623.38,0.0,112623.38,56248.5,56374.88,In-Store,Credit Card
ORD000047,2025-12-26,CUST0391,P0005,S012,E046,1,61275.36,0.0,61275.36,0.0,61275.36,32073.0,29202.36,In-Store,Cash
ORD000048,2025-03-09,CUST0484,P0028,S007,E050,1,20129.21,0.0,20129.21,0.0,20129.21,8891.34,11237.87,Corporate,Bank Transfer
ORD000049,2026-02-16,CUST0420,P0042,S020,E053,3,53728.35,0.0,161185.05,0.0,161185.05,108872.04,52313.01,Online,Cash
ORD000050,2026-05-06,CUST0407,P0063,S024,E005,1,37667.64,0.1,37667.64,3766.76,33900.88,20266.79,13634.09,In-Store,UPI
ORD000051,2025-02-18,CUST0279,P0002,S012,E054,4,15990.65,0.05,63962.6,3198.13,60764.47,32915.72,27848.75,In-Store,Cash
ORD000052,2026-11-18,CUST0223,P0039,S011,E058,2,6836.32,0.2,13672.64,2734.53,10938.11,8188.5,2749.61,In-Store,UPI
ORD000053,2026-07-18,CUST0358,P0013,S024,E005,1,52737.72,0.05,52737.72,2636.89,50100.83,40240.03,9860.8,Online,Cash
ORD000054,2025-04-12,CUST0050,P0057,S018,E025,3,41499.05,0.05,124497.15,6224.86,118272.29,94106.52,24165.77,Corporate,Cash
ORD000055,2025-08-04,CUST0073,P0016,S011,E058,3,44871.4,0.1,134614.2,13461.42,121152.78,61411.05,59741.73,Corporate,Credit Card
ORD000056,2026-03-14,CUST0376,P0041,S006,E026,2,19496.34,0.0,38992.68,0.0,38992.68,26738.7,12253.98,In-Store,Bank Transfer
ORD000057,2026-12-01,CUST0472,P0061,S011,E055,3,7588.68,0.15,22766.04,3414.91,19351.13,9824.85,9526.28,In-Store,Cash
ORD000058,2026-07-23,CUST0465,P0066,S002,E036,1,78692.72,0.05,78692.72,3934.64,74758.08,59452.91,15305.17,In-Store,Cash
ORD000059,2026-07-13,CUST0358,P0027,S021,E051,3,4980.03,0.05,14940.09,747.0,14193.09,6656.67,7536.42,In-Store,Credit Card
ORD000060,2025-06-08,CUST0183,P0044,S021,E008,3,102031.68,0.0,306095.04,0.0,306095.04,215537.67,90557.37,In-Store,Credit Card
ORD000061,2026-05-04,CUST0295,P0079,S001,E021,4,868.79,0.0,3475.16,0.0,3475.16,1724.28,1750.88,In-Store,Credit Card
ORD000062,2026-11-17,CUST0062,P0036,S015,E048,5,62284.77,0.05,311423.85,15571.19,295852.66,163049.75,132802.91,Online,UPI
ORD000063,2025-08-30,CUST0117,P0069,S007,E050,3,24797.11,0.1,74391.33,7439.13,66952.2,60967.17,5985.03,In-Store,Bank Transfer
ORD000064,2025-01-05,CUST0301,P0059,S025,E042,4,75105.42,0.1,300421.68,30042.17,270379.51,193800.76,76578.75,Online,UPI
ORD000065,2026-08-19,CUST0369,P0067,S023,E044,3,64918.42,0.05,194755.26,9737.76,185017.5,129209.64,55807.86,Corporate,Credit Card
ORD000066,2025-12-27,CUST0010,P0019,S008,E024,1,43231.18,0.1,43231.18,4323.12,38908.06,21217.74,17690.32,In-Store,UPI
ORD000067,2026-04-04,CUST0109,P0037,S017,E006,2,101742.0,0.1,203484.0,20348.4,183135.6,122076.8,61058.8,In-Store,UPI
ORD000068,2025-09-05,CUST0316,P0015,S025,E007,3,50751.11,0.0,152253.33,0.0,152253.33,88584.12,63669.21,In-Store,UPI
ORD000069,2026-07-20,CUST0241,P0069,S009,E012,2,25274.17,0.0,50548.34,0.0,50548.34,40644.78,9903.56,In-Store,UPI
ORD000070,2026-11-04,CUST0112,P0051,S001,E021,1,99368.0,0.05,99368.0,4968.4,94399.6,52434.88,41964.72,Corporate,Credit Card
ORD000071,2026-02-26,CUST0152,P0014,S014,E014,10,53239.96,0.0,532399.6,0.0,532399.6,357042.0,175357.6,Online,Bank Transfer
ORD000072,2025-01-15,CUST0315,P0014,S011,E058,4,56000.95,0.05,224003.8,11200.19,212803.61,142816.8,69986.81,Corporate,Cash
ORD000073,2026-07-27,CUST0483,P0071,S021,E003,2,102701.69,0.1,205403.38,20540.34,184863.04,111375.1,73487.94,In-Store,Cash
ORD000074,2025-05-02,CUST0441,P0046,S012,E033,2,46872.92,0.05,93745.84,4687.29,89058.55,43706.68,45351.87,In-Store,Cash
ORD000075,2025-10-04,CUST0356,P0007,S017,E006,1,56932.25,0.05,56932.25,2846.61,54085.64,38542.13,15543.51,Online,Cash
ORD000076,2026-07-12,CUST0125,P0063,S004,E037,1,39377.25,0.0,39377.25,0.0,39377.25,20266.79,19110.46,In-Store,Bank Transfer
ORD000077,2026-03-29,CUST0317,P0051,S010,E002,5,97032.63,0.05,485163.15,24258.16,460904.99,262174.4,198730.59,In-Store,Cash
ORD000078,2026-01-25,CUST0437,P0057,S010,E010,1,44073.97,0.05,44073.97,2203.7,41870.27,31368.84,10501.43,Online,UPI
ORD000079,2025-10-21,CUST0242,P0069,S014,E014,5,26571.44,0.05,132857.2,6642.86,126214.34,101611.95,24602.39,Online,UPI
ORD000080,2026-07-28,CUST0172,P0030,S020,E053,5,103536.69,0.05,517683.45,25884.17,491799.28,264661.2,227138.08,Online,UPI
ORD000081,2026-08-21,CUST0273,P0063,S023,E059,1,36914.8,0.1,36914.8,3691.48,33223.32,20266.79,12956.53,In-Store,Credit Card
ORD000082,2026-03-22,CUST0383,P0002,S001,E021,3,17178.29,0.0,51534.87,0.0,51534.87,24686.79,26848.08,In-Store,Cash
ORD000083,2025-07-29,CUST0303,P0002,S015,E045,3,16370.34,0.15,49111.02,7366.65,41744.37,24686.79,17057.58,Corporate,Cash
ORD000084,2026-08-13,CUST0463,P0061,S007,E050,3,7423.59,0.2,22270.77,4454.15,17816.62,9824.85,7991.77,Online,Cash
ORD000085,2026-12-15,CUST0177,P0041,S005,E035,2,20580.77,0.05,41161.54,2058.08,39103.46,26738.7,12364.76,Corporate,Cash
ORD000086,2025-10-29,CUST0028,P0025,S001,E021,4,120010.8,0.0,480043.2,0.0,480043.2,247292.12,232751.08,In-Store,Credit Card
ORD000087,2025-08-11,CUST0473,P0031,S023,E059,1,43308.96,0.1,43308.96,4330.9,38978.06,28394.23,10583.83,Corporate,Cash
ORD000088,2025-01-03,CUST0494,P0074,S003,E038,5,101620.14,0.0,508100.7,0.0,508100.7,369967.15,138133.55,Online,UPI
ORD000089,2026-06-02,CUST0168,P0078,S018,E025,2,76732.51,0.1,153465.02,15346.5,138118.52,100195.88,37922.64,Online,Bank Transfer
ORD000090,2025-04-03,CUST0028,P0021,S005,E017,4,42750.68,0.0,171002.72,0.0,171002.72,78665.12,92337.6,In-Store,Bank Transfer
ORD000091,2026-06-04,CUST0269,P0025,S019,E009,1,119777.97,0.0,119777.97,0.0,119777.97,61823.03,57954.94,Online,Credit Card
ORD000092,2026-03-04,CUST0232,P0005,S023,E052,1,64429.85,0.05,64429.85,3221.49,61208.36,32073.0,29135.36,Corporate,Bank Transfer
ORD000093,2026-05-08,CUST0359,P0002,S007,E050,4,17577.89,0.15,70311.56,10546.73,59764.83,32915.72,26849.11,In-Store,Credit Card
ORD000094,2025-08-23,CUST0035,P0066,S007,E050,1,79404.32,0.05,79404.32,3970.22,75434.1,59452.91,15981.19,In-Store,UPI
ORD000095,2026-09-12,CUST0343,P0040,S023,E052,2,120457.66,0.2,240915.32,48183.06,192732.26,153087.16,39645.1,Online,UPI
ORD000096,2025-06-10,CUST0280,P0023,S023,E052,1,66063.16,0.2,66063.16,13212.63,52850.53,48488.44,4362.09,In-Store,Credit Card
ORD000097,2026-12-22,CUST0024,P0028,S019,E009,3,19893.91,0.1,59681.73,5968.17,53713.56,26674.02,27039.54,Online,UPI
ORD000098,2025-11-27,CUST0429,P0019,S007,E050,3,39533.72,0.0,118601.16,0.0,118601.16,63653.22,54947.94,Online,Cash
ORD000099,2025-11-29,CUST0190,P0061,S024,E005,4,6932.41,0.0,27729.64,0.0,27729.64,13099.8,14629.84,In-Store,Credit Card
ORD000100,2025-02-19,CUST0313,P0016,S006,E026,10,42578.86,0.1,425788.6,42578.86,383209.74,204703.5,178506.24,In-Store,UPI
ORD000101,2026-06-07,CUST0349,P0080,S003,E038,2,35862.56,0.0,71725.12,0.0,71725.12,34610.84,37114.28,Online,Bank Transfer
ORD000102,2026-10-30,CUST0343,P0064,S012,E040,1,60252.69,0.2,60252.69,12050.54,48202.15,41701.22,6500.93,In-Store,Credit Card
ORD000103,2026-05-07,CUST0142,P0019,S008,E060,1,39559.19,0.0,39559.19,0.0,39559.19,21217.74,18341.45,Online,Credit Card
ORD000104,2026-08-05,CUST0176,P0008,S019,E009,4,110331.33,0.0,441325.32,0.0,441325.32,327688.92,113636.4,In-Store,UPI
ORD000105,2026-11-12,CUST0225,P0032,S004,E029,4,73364.92,0.0,293459.68,0.0,293459.68,220134.6,73325.08,Online,Cash
ORD000106,2025-09-29,CUST0261,P0060,S004,E029,3,116103.63,0.05,348310.89,17415.54,330895.35,178982.31,151913.04,In-Store,Bank Transfer
ORD000107,2026-08-03,CUST0097,P0049,S017,E006,2,43801.65,0.1,87603.3,8760.33,78842.97,52715.22,26127.75,Corporate,Cash
ORD000108,2025-09-09,CUST0265,P0073,S004,E037,3,90321.97,0.05,270965.91,13548.3,257417.61,133344.09,124073.52,Corporate,Cash
ORD000109,2026-07-14,CUST0299,P0058,S002,E018,10,114869.79,0.0,1148697.9,0.0,1148697.9,706149.7,442548.2,Corporate,Credit Card
ORD000110,2026-11-27,CUST0219,P0024,S004,E029,2,52584.41,0.0,105168.82,0.0,105168.82,76386.92,28781.9,In-Store,UPI
ORD000111,2026-11-30,CUST0174,P0057,S011,E058,2,44664.95,0.05,89329.9,4466.5,84863.4,62737.68,22125.72,In-Store,UPI
ORD000112,2025-03-31,CUST0062,P0077,S021,E051,1,3083.81,0.0,3083.81,0.0,3083.81,1728.24,1355.57,In-Store,Cash
ORD000113,2026-03-22,CUST0080,P0076,S005,E035,2,60827.51,0.05,121655.02,6082.75,115572.27,56248.5,59323.77,Corporate,Credit Card
ORD000114,2025-11-28,CUST0454,P0025,S004,E029,3,120517.83,0.0,361553.49,0.0,361553.49,185469.09,176084.4,Online,Bank Transfer
ORD000115,2025-05-19,CUST0156,P0051,S005,E035,5,93759.87,0.05,468799.35,23439.97,445359.38,262174.4,183184.98,In-Store,Cash
ORD000116,2025-12-23,CUST0495,P0018,S016,E013,2,78626.93,0.1,157253.86,15725.39,141528.47,72889.48,68638.99,Online,Cash
ORD000117,2026-08-24,CUST0209,P0009,S018,E025,3,40831.34,0.05,122494.02,6124.7,116369.32,89161.8,27207.52,Corporate,Credit Card
ORD000118,2025-10-01,CUST0064,P0008,S009,E015,3,113352.23,0.1,340056.69,34005.67,306051.02,245766.69,60284.33,Online,UPI
ORD000119,2025-01-19,CUST0016,P0075,S002,E036,1,104305.68,0.2,104305.68,20861.14,83444.54,69042.9,14401.64,Corporate,Cash
ORD000120,2025-11-07,CUST0167,P0052,S024,E041,5,4201.11,0.05,21005.55,1050.28,19955.27,17334.75,2620.52,Online,Bank Transfer
ORD000121,2025-06-03,CUST0479,P0056,S012,E040,4,46591.0,0.0,186364.0,0.0,186364.0,118980.8,67383.2,In-Store,Bank Transfer
ORD000122,2026-01-25,CUST0026,P0059,S014,E014,2,75290.61,0.2,150581.22,30116.24,120464.98,96900.38,23564.6,Online,Cash
ORD000123,2025-09-17,CUST0353,P0021,S017,E006,1,42203.84,0.1,42203.84,4220.38,37983.46,19666.28,18317.18,In-Store,Credit Card
ORD000124,2026-09-12,CUST0268,P0068,S021,E003,2,43747.27,0.15,87494.54,13124.18,74370.36,64713.08,9657.28,Online,Credit Card
ORD000125,2026-07-25,CUST0475,P0038,S014,E014,2,94905.78,0.05,189811.56,9490.58,180320.98,140926.16,39394.82,In-Store,Cash
ORD000126,2025-05-05,CUST0248,P0059,S019,E009,2,70534.23,0.0,141068.46,0.0,141068.46,96900.38,44168.08,In-Store,Bank Transfer
ORD000127,2025-12-20,CUST0225,P0016,S007,E050,3,46441.86,0.15,139325.58,20898.84,118426.74,61411.05,57015.69,Corporate,Bank Transfer
ORD000128,2025-09-30,CUST0167,P0046,S006,E043,4,48574.85,0.0,194299.4,0.0,194299.4,87413.36,106886.04,In-Store,Cash
ORD000129,2026-09-11,CUST0194,P0032,S010,E002,3,74219.56,0.0,222658.68,0.0,222658.68,165100.95,57557.73,Corporate,Credit Card
ORD000130,2025-09-02,CUST0341,P0062,S023,E059,1,99166.17,0.15,99166.17,14874.93,84291.24,79294.19,4997.05,Corporate,Credit Card
ORD000131,2026-03-26,CUST0024,P0074,S011,E030,4,97349.59,0.0,389398.36,0.0,389398.36,295973.72,93424.64,In-Store,Bank Transfer
ORD000132,2025-09-04,CUST0179,P0051,S020,E053,1,97662.29,0.2,97662.29,19532.46,78129.83,52434.88,25694.95,In-Store,Credit Card
ORD000133,2026-06-04,CUST0430,P0029,S001,E021,2,17576.55,0.1,35153.1,3515.31,31637.79,22396.96,9240.83,In-Store,Credit Card
ORD000134,2025-05-21,CUST0014,P0039,S015,E045,2,7397.3,0.05,14794.6,739.73,14054.87,8188.5,5866.37,In-Store,Credit Card
ORD000135,2025-12-28,CUST0371,P0080,S019,E009,5,36357.51,0.05,181787.55,9089.38,172698.17,86527.1,86171.07,In-Store,UPI
ORD000136,2025-01-08,CUST0342,P0075,S013,E056,1,101044.91,0.1,101044.91,10104.49,90940.42,69042.9,21897.52,In-Store,Credit Card
ORD000137,2026-04-23,CUST0463,P0032,S009,E012,10,75478.08,0.1,754780.8,75478.08,679302.72,550336.5,128966.22,In-Store,Credit Card
ORD000138,2025-12-18,CUST0432,P0032,S017,E006,2,72262.01,0.2,144524.02,28904.8,115619.22,110067.3,5551.92,In-Store,Credit Card
ORD000139,2026-05-10,CUST0454,P0053,S006,E043,3,56860.21,0.1,170580.63,17058.06,153522.57,135112.05,18410.52,In-Store,Bank Transfer
ORD000140,2026-08-29,CUST0479,P0053,S009,E015,2,57196.77,0.05,114393.54,5719.68,108673.86,90074.7,18599.16,Corporate,UPI
ORD000141,2026-03-03,CUST0373,P0075,S005,E017,10,98163.16,0.05,981631.6000000001,49081.58,932550.02,690429.0,242121.02,Corporate,UPI
ORD000142,2025-02-08,CUST0421,P0037,S011,E030,1,104602.16,0.1,104602.16,10460.22,94141.94,61038.4,33103.54,Corporate,Cash
ORD000143,2026-08-16,CUST0388,P0033,S024,E041,5,10999.38,0.2,54996.89999999999,10999.38,43997.52,35915.25,8082.27,In-Store,Credit Card
ORD000144,2025-07-06,CUST0390,P0050,S012,E054,10,16459.89,0.05,164598.9,8229.94,156368.96,116984.2,39384.76,Online,Credit Card
ORD000145,2026-08-19,CUST0229,P0051,S018,E025,2,92535.42,0.05,185070.84,9253.54,175817.3,104869.76,70947.54,Online,Bank Transfer
ORD000146,2026-08-23,CUST0497,P0058,S006,E026,2,114822.45,0.0,229644.9,0.0,229644.9,141229.94,88414.96,In-Store,Bank Transfer
ORD000147,2025-04-03,CUST0123,P0058,S018,E025,3,123149.58,0.1,369448.74,36944.87,332503.87,211844.91,120658.96,Corporate,Bank Transfer
ORD000148,2025-03-27,CUST0341,P0012,S009,E019,5,64519.27,0.05,322596.35,16129.82,306466.53,250915.05,55551.48,In-Store,UPI
ORD000149,2025-02-13,CUST0247,P0053,S013,E056,2,57021.54,0.15,114043.08,17106.46,96936.62,90074.7,6861.92,In-Store,UPI
ORD000150,2025-05-17,CUST0045,P0042,S018,E025,1,54363.57,0.0,54363.57,0.0,54363.57,36290.68,18072.89,In-Store,Bank Transfer
ORD000151,2026-02-25,CUST0133,P0077,S020,E053,4,3105.2,0.05,12420.8,621.04,11799.76,6912.96,4886.8,Online,Bank Transfer
ORD000152,2025-03-15,CUST0228,P0047,S015,E057,3,86985.61,0.0,260956.83,0.0,260956.83,202278.39,58678.44,Corporate,UPI
ORD000153,2026-07-02,CUST0084,P0075,S019,E009,2,106042.17,0.15,212084.34,31812.65,180271.69,138085.8,42185.89,Corporate,Credit Card
ORD000154,2026-09-05,CUST0121,P0059,S003,E038,2,68926.33,0.1,137852.66,13785.27,124067.39,96900.38,27167.01,In-Store,UPI
ORD000155,2026-05-27,CUST0461,P0051,S014,E014,1,92931.6,0.0,92931.6,0.0,92931.6,52434.88,40496.72,Online,Bank Transfer
ORD000156,2025-06-05,CUST0042,P0020,S004,E037,4,63254.87,0.0,253019.48,0.0,253019.48,146653.08,106366.4,In-Store,Bank Transfer
ORD000157,2025-09-12,CUST0347,P0018,S004,E029,1,75711.08,0.0,75711.08,0.0,75711.08,36444.74,39266.34,In-Store,Credit Card
ORD000158,2025-06-20,CUST0090,P0017,S005,E035,1,60934.85,0.15,60934.85,9140.23,51794.62,40427.93,11366.69,Online,Bank Transfer
ORD000159,2026-12-29,CUST0320,P0028,S015,E057,1,18518.66,0.2,18518.66,3703.73,14814.93,8891.34,5923.59,Online,UPI
ORD000160,2025-06-19,CUST0337,P0008,S023,E059,2,113274.59,0.1,226549.18,22654.92,203894.26,163844.46,40049.8,Corporate,UPI
ORD000161,2025-11-18,CUST0107,P0076,S002,E023,3,57024.98,0.1,171074.94,17107.49,153967.45,84372.75,69594.7,Online,UPI
ORD000162,2026-07-21,CUST0393,P0011,S020,E053,3,53072.7,0.15,159218.1,23882.71,135335.39,108522.21,26813.18,Online,Bank Transfer
ORD000163,2026-04-01,CUST0230,P0062,S005,E017,4,102448.99,0.05,409795.96,20489.8,389306.16,317176.76,72129.4,Online,Cash
ORD000164,2026-08-26,CUST0134,P0031,S012,E046,2,43726.03,0.2,87452.06,17490.41,69961.65,56788.46,13173.19,In-Store,Cash
ORD000165,2026-09-05,CUST0426,P0067,S022,E011,3,62649.42,0.2,187948.26,37589.65,150358.61,129209.64,21148.97,In-Store,UPI
ORD000166,2025-06-04,CUST0185,P0018,S022,E020,2,80897.04,0.0,161794.08,0.0,161794.08,72889.48,88904.6,In-Store,Bank Transfer
ORD000167,2025-12-15,CUST0102,P0028,S012,E054,1,18960.38,0.2,18960.38,3792.08,15168.3,8891.34,6276.96,In-Store,Cash
ORD000168,2026-03-27,CUST0086,P0006,S022,E028,3,84424.16,0.05,253272.48,12663.62,240608.86,162691.71,77917.15,In-Store,Credit Card
ORD000169,2026-10-15,CUST0224,P0066,S012,E054,2,82991.08,0.15,165982.16,24897.32,141084.84,118905.82,22179.02,In-Store,Cash
ORD000170,2025-06-22,CUST0463,P0026,S017,E006,2,65684.96,0.0,131369.92,0.0,131369.92,63899.74,67470.18,Corporate,Bank Transfer
ORD000171,2025-01-10,CUST0454,P0020,S014,E014,4,62028.6,0.05,248114.4,12405.72,235708.68,146653.08,89055.6,Corporate,Cash
ORD000172,2025-09-22,CUST0280,P0060,S020,E053,2,110514.57,0.15,221029.14,33154.37,187874.77,119321.54,68553.23,In-Store,Bank Transfer
ORD000173,2026-03-14,CUST0082,P0058,S007,E050,2,112615.28,0.1,225230.56,22523.06,202707.5,141229.94,61477.56,In-Store,Cash
ORD000174,2025-09-04,CUST0189,P0015,S008,E060,1,51769.42,0.0,51769.42,0.0,51769.42,29528.04,22241.38,In-Store,Cash
ORD000175,2026-10-29,CUST0208,P0037,S016,E013,1,104348.88,0.1,104348.88,10434.89,93913.99,61038.4,32875.59,Online,Cash
ORD000176,2026-06-30,CUST0126,P0022,S022,E032,2,70137.59,0.2,140275.18,28055.04,112220.14,70147.68,42072.46,In-Store,Bank Transfer
ORD000177,2026-05-14,CUST0262,P0035,S009,E015,2,64732.0,0.2,129464.0,25892.8,103571.2,66338.46,37232.74,In-Store,Bank Transfer
ORD000178,2025-05-09,CUST0418,P0076,S009,E019,2,60480.54,0.0,120961.08,0.0,120961.08,56248.5,64712.58,Online,UPI
ORD000179,2026-11-03,CUST0325,P0020,S019,E009,3,62860.44,0.0,188581.32,0.0,188581.32,109989.81,78591.51,Online,Bank Transfer
ORD000180,2026-08-24,CUST0055,P0028,S013,E004,5,18769.51,0.05,93847.54999999999,4692.38,89155.17,44456.7,44698.47,Online,UPI
ORD000181,2026-08-28,CUST0439,P0027,S017,E006,1,4727.78,0.0,4727.78,0.0,4727.78,2218.89,2508.89,In-Store,Cash
ORD000182,2025-11-23,CUST0111,P0014,S005,E035,1,53414.67,0.0,53414.67,0.0,53414.67,35704.2,17710.47,Corporate,Cash
ORD000183,2026-02-08,CUST0136,P0001,S004,E029,1,67848.43,0.1,67848.43,6784.84,61063.59,32085.11,28978.48,Corporate,Bank Transfer
ORD000184,2026-09-21,CUST0067,P0039,S012,E046,1,7298.54,0.1,7298.54,729.85,6568.69,4094.25,2474.44,Online,Credit Card
ORD000185,2026-08-29,CUST0269,P0023,S021,E047,2,64142.7,0.0,128285.4,0.0,128285.4,96976.88,31308.52,Online,Cash
